name,code
Freilassing,09172118
Frei-Laubersheim,07133031
Freilingen,07143018
Freimersheim,07331027
Freimersheim (Pfalz),07337027
Freinsheim,07332019
Freirachdorf,07143019
Freisbach,07334006
Freisen,10046111
Freising,09178124
Freistatt,03251018
Freital,14628110
Frellstedt,03154005
Fremdingen,09779147
Frensdorf,09471131
Freren,03454012
Fresenburg,03454013
Fresendelf,01054032
Frestedt,01051032
Frettenheim,07331028
Fretterode,16061033
Freudenberg,05970016
Freudenberg,08128039
Freudenberg,09371122
Freudenburg,07235028
Freudenstadt,08237028
Freudental,08118016
Freyburg (Unstrut),15084135
Freystadt,09373126
Freyung,09272118
Frickenhausen,08116020
Frickenhausen a. Main,09679131
Frickingen,08435015
Fridingen an der Donau,08327016
Fridolfing,09189118
Friedberg,09771130
Friedberg (Hessen),06440008
Friedeburg,03462005
Friedelshausen,16066025
Friedelsheim,07332020
Friedenfels,09377118
Friedenweiler,08315039
Friedersdorf,16070016
Friedewald,06632006
Friedewald,07132036
Friedland,03152009
Friedland,12067137
Friedland,13071035
Friedrichroda,16067019
Friedrichsdorf,06434002
Friedrichsgabekoog,01051033
Friedrichsgraben,01058055
Friedrichshafen,08435016
Friedrichsholm,01058056
Friedrichskoog,01051034
Friedrichsruhe,13076038
Friedrichstadt,01054033
Friedrichsthal,10041511
Friedrichsthal,16062007
Friedrichswalde,12060068
Friedrichswerth,16067021
Friedrich-Wilhelm-Lübke-Koog,01054034
Frielendorf,06634004
Friemar,16067022
Friesack,12063088
Friesenhagen,07132037
Friesenheim,07339018
Friesenheim,08317031
Friesenried,09777128
Friesoythe,03453007
Friolzheim,08236019
Frittlingen,08327017
Fritzlar,06634005
Frohburg,14729140
Fröhnd,08336025
Frohnhofen,07336027
Frohnsdorf,16077006
Frömmstedt,16068012
Fröndenberg/Ruhr,05978012
Fronhausen,06534009
Fronhofen,07140039
Fronreute,08436096
Frontenhausen,09279115
Frücht,07141044
Fuchshofen,07131022
Fuchsmühl,09377119
Fuchsstadt,09672124
Fuchstal,09181121
Fuhlendorf,01060023
Fuhlendorf,13073025
Fuhlenhagen,01053031
Fulda,06631009
Fuldabrück,06633008
Fuldatal,06633009
Fünfseen,13071036
Fünfstetten,09779148
Fürfeld,07133032
Fürstenau,03459017
Fürstenberg,03255014
Fürstenberg/Havel,12065084
Fürsteneck,09272119
Fürstenfeldbruck,09179121
Fürstenstein,09275121
Fürstenwalde/Spree,12067144
Fürstenzell,09275122
Fürstl. Löwenstein'scher Park,09677456
Furth,09274132
Fürth,06431007
Fürth,09563000
Furth im Wald,09372126
Fürthen,07132038
Furtwangen im Schwarzwald,08326017
Füssen,09777129
Fußgönheim,07338008
Gablenz,14626100
Gablingen,09772145
Gabsheim,07331029
Gachenbach,09185131
Gackenbach,07143020
Gadebusch,13074021
Gädheim,09674139
Gägelow,13074022
Gager,13073026
Gaggenau,08216015
Gaiberg,08226022
Gaienhofen,08335025
Gaildorf,08127025
Gailingen am Hochrhein,08335026
Gaimersheim,09176126
Gaißach,09173124
Galenbeck,13071037
Galenberg,07131204
Gallin,13076039
Gallin-Kuppentin,13076040
Gallmersgarten,09575124
Galmsbüll,01054165
Gamlen,07135033
Gammelby,01058057
Gammelin,13076041
Gammelsdorf,09178125
Gammelshausen,08117023
Gammertingen,08437031
Ganderkesee,03458005
Gandesbergen,03256008
Gangelt,05370008
Gangkofen,09277121
Gangloffsömmern,16068013
Ganzlin,13076166
Gappenach,07137027
Garbsen,03241005
Garching a.d. Alz,09171117
Garching b. München,09184119
Gardelegen,15081135
Garding,01054035
Garding,01054036
Garlstorf,03353011
Garmisch-Partenkirchen,09180117
Garrel,03453008
Gars a. Inn,09183118
Garstedt,03353012
Gartow,03354005
Gartow,03354501
Gärtringen,08115015
Gartz (Oder),12073189
Garz,13075034
Garz/Rügen,13073027
Garzau-Garzin,12064153
Gattendorf,09475127
Gau-Algesheim,07339019
Gau-Bickelheim,07331030
Gau-Bischofsheim,07339020
Gauern,16076019
Gauersheim,07333022
Gäufelden,08115016
Gaugrehweiler,07333023
Gau-Heppenheim,07331031
Gaukönigshofen,09679134
Gau-Odernheim,07331032
Gaushorn,01051035
Gauting,09188120
Gau-Weinheim,07331033
Gebenbach,09371123
Gebesee,16068014
Gebhardshain,07132039
Gebroth,07133033
Gebsattel,09571152
Gechingen,08235029
Gedern,06440009
Geeste,03454014
Geesthacht,01053032
Geestland,03352062
Gefell,07233025
Gefell,16075131
Gefrees,09472139
Gehlberg,16070017
Gehlert,07143223
Gehlsbach,13076165
Gehlweiler,07140040
Gehofen,16065019
Gehrde,03459018
Gehrden,03241006
Gehren,16070018
Gehrweiler,07333024
Geichlingen,07232040
Geiersberg,09678452
Geiersnest-Ost,09672455
Geiersnest-West,09672456
Geiersthal,09276122
Geilenkirchen,05370012
Geilnau,07141045
Geisa,16063032
Geisberger Forst,09471454
Geiselbach,09671119
Geiselberg,07340012
Geiselhöring,09278123
Geiselwind,09675127
Geisenfeld,09186122
Geisenhain,16074022
Geisenhausen,09274134
Geisenheim,06439004
Geisfeld,07235030
Geisig,07141046
Geisingen,08327018
Geisleden,16061034
Geislingen,08417022
Geislingen an der Steige,08117024
Geismar,16061035
Geithain,14729150
Gelbensande,13072032
Gelchsheim,09679135
Geldern,05154012
Geldersheim,09678132
Gelenau/Erzgeb.,14521200
Gelenberg,07233212
Gellnhausen,09473453
Gelnhausen,06435010
Gelsenkirchen,05513000
Geltendorf,09181122
Gelting,01059112
Geltorf,01059032
Gemmerich,07141047
Gemmingen,08125034
Gemmrigheim,08118018
Gemünd,07232041
Gemünden,07140041
Gemünden,07143224
Gemünden (Felda),06535005
Gemünden (Wohra),06635012
Gemünden a. Main,09677131
Genderkingen,09779149
Gengenbach,08317034
Gensingen,07339021
Genthin,15086040
Gentingen,07232042
Genzkow,13071038
Georgenberg,09374123
Georgensgmünd,09576121
Georgenthal/Thür. Wald,16067025
Georgsdorf,03456005
Georgsmarienhütte,03459019
Gera,16052000
Geraberg,16070019
Gerabronn,08127032
Gerach,07134028
Gerach,09471133
Geratskirchen,09277122
Gerbach,07333025
Gerbershausen,16061036
Gerbrunn,09679136
Gerbstedt,15087165
Gerdau,03360009
Gerdshagen,12070096
Geretsried,09173126
Gerhardsbrunn,07335011
Gerhardshofen,09575125
Gering,07137029
Geringswalde,14522190
Gerlaser Forst,09475452
Gerlingen,08118019
Germaringen,09777130
Germering,09179123
Germersheim,07334007
Gernrode,16061037
Gernsbach,08216017
Gernsheim,06433004
Geroda,09672126
Geroda,16075029
Geroldsgrün,09475128
Geroldsgrüner Forst,09475453
Geroldshausen,09679137
Gerolfingen,09571154
Gerolsbach,09186125
Gerolsheim,07332021
Gerolstein,07233026
Gerolzhofen,09678134
Gersdorf,14524070
Gersfeld (Rhön),06631010
Gersheim,10045113
Gersten,03454015
Gerstenberg,16077007
Gerstengrund,16063033
Gerstetten,08135015
Gersthofen,09772147
Gerstungen,16063097
Gerswalde,12073201
Gerterode,16061038
Gertewitz,16075031
Gerzen,09274135
Geschaidt,09572456
Geschendorf,01060024
Gescher,05554016
Geschwenda,16070021
Gesees,09472140
Geseke,05974020
Geslau,09571155
Gessertshausen,09772148
Gestratz,09776112
Getelo,03456006
Gettorf,01058058
Gevelsberg,05954012
Gevenich,07135034
Gevensleben,03154006
Geversdorf,03352018
Geyer,14521210
Giebel,03151501
Giebelstadt,09679138
Gieboldehausen,03152010
Giekau,01057021
Gieleroth,07132040
Gielert,07231035
Gielow,13071039
Giengen an der Brenz,08135016
Gierschnach,07137030
Giershausen,07132041
Giersleben,15089130
Gierstädt,16067026
Giesdorf,07232224
Giesen,03254017
Giesenhausen,07143225
Giesensdorf,01053033
Gießen,06531005
Gifhorn,03151009
Gilching,09188121
Gillenbeuren,07135035
Gillenfeld,07233027
Gillersdorf,16070022
Gilserberg,06634006
Gilten,03358010
Gilzem,07232225
Gimbsheim,07331034
Gimbweiler,07134029
Gindorf,07232043
Gingen an der Fils,08117025
Gingst,13073028
Ginsheim-Gustavsburg,06433005
Ginsweiler,07336029
Gipperath,07231036
Girkenroth,07143226
Girod,07143021
Gischow,13076043
Gladbach,07231037
Gladbeck,05562014
Gladenbach,06534010
Glanbrücken,07336030
Glandorf,03459034
Glan-Münchweiler,07336031
Glasau,01060025
Glasehausen,16061039
Glasewitz,13072033
Glashütte,14628130
Glashütten,06434003
Glashütten,09472141
Glashüttener Forst,09472456
Glasin,13074023
Glasow,13075035
Glattbach,09671120
Glatten,08237030
Glaubitz,14627040
Glauburg,06440010
Glauchau,14524080
Glees,07131205
Gleichen,03152011
Gleina,15084150
Gleiritsch,09376131
Gleißenberg,09372128
Gleisweiler,07337028
Gleiszellen-Gleishorbach,07337029
Glewitz,13073029
Glienicke/Nordbahn,12065096
Glinde,01062018
Glonn,09175121
Glött,09773133
Glottertal,08315041
Glowe,13073030
Glücksburg (Ostsee),01059113
Glückstadt,01061029
Glüsing,01051036
Gmund a. Tegernsee,09182116
Gnarrenburg,03357016
Gneus,16074024
Gneven,13076044
Gnevkow,13071041
Gnewitz,13072034
Gnoien,13072035
Gnotzheim,09577133
Gnutz,01058059
Goch,05154016
Gochsheim,09678135
Göcklingen,07337031
Göda,14625150
Goddert,07143022
Godendorf,13071042
Gödenroth,07140042
Gödenstorf,03353013
Göggingen,08136024
Göhl,01055014
Göhlen,13076046
Göhrde,03354006
Göhrde,03354502
Göhren,13073031
Göhren,16077008
Göhren-Lebbin,13071043
Gohrisch,14628140
Gokels,01058061
Golchen,13071044
Goldbach,09671121
Goldbach,16067027
Goldbeck,15090180
Goldberg,13076048
Goldebek,01054037
Goldelund,01054038
Göldenitz,01053034
Goldenstedt,03460004
Goldisthal,16072006
Goldkronach,09472143
Goldkronacher Forst,09472457
Gölenkamp,03456007
Gollenberg,07134031
Gollenberg,12063094
Göllheim,07333026
Gollhofen,09575127
Göllnitz,16077009
Golmbach,03255015
Golmsdorf,16074026
Golßen,12061164
Goltoft,01059033
Golzow,12064172
Golzow,12069216
Gomadingen,08415027
Gomaringen,08416015
Gommern,15086055
Gommersheim,07337032
Gompertshausen,16069015
Gonbach,07333027
Gondelsheim,08215025
Gondenbrett,07232227
Gondershausen,07140043
Gondorf,07232044
Gönnebek,01060026
Gönnersdorf,07131025
Gönnersdorf,07233028
Gönnheim,07332022
Goosefeld,01058102
Göpfersdorf,16077011
Göppingen,08117026
Gorden-Staupitz,12062177
Görgeshausen,07143023
Görisried,09777131
Göritz,12073216
Görkwitz,16075033
Gorleben,03354007
Görlitz,14626110
Gorlosen,13076049
Görmin,13075036
Gornau/Erzgeb.,14521220
Gornhausen,07231040
Gornsdorf,14521230
Görsbach,16062008
Gorsleben,16065022
Görwihl,08337038
Gorxheimertal,06431008
Görzke,12069224
Göschitz,16075034
Goseck,15084170
Gösen,16074025
Gosen-Neu Zittau,12067173
Gösenroth,07134030
Gosheim,08327019
Goslar,03153017
Gossel,16070023
Gössenheim,09677132
Gossersweiler-Stein,07337033
Gössitz,16075035
Gößnitz,16077012
Gößweinstein,09474129
Gotha,16067029
Gottenheim,08315043
Gottesgabe,13074024
Gotteszell,09276123
Gottfrieding,09279116
Gotthun,13071045
Göttin,01053035
Göttingen,03152012
Gottmadingen,08335028
Graach an der Mosel,07231041
Graal-Müritz,13072036
Grabau,01053036
Grabau,01062019
Graben,09772149
Gräben,12069232
Graben-Neudorf,08215099
Grabenstätt,09189119
Grabenstetten,08415028
Grabfeld,16066094
Grabow,13076050
Grabow-Below,13071046
Grabowhöfe,13071047
Gräfelfing,09184120
Grafenau,08115054
Grafenau,09272120
Grafenberg,08415029
Gräfenberg,09474132
Gräfendhron,07231042
Gräfendorf,09677133
Grafengehaig,09477117
Gräfenhain,16067032
Gräfenhainichen,15091110
Grafenhausen,08337039
Grafenrheinfeld,09678136
Gräfenroda,16070024
Gräfenthal,16073028
Grafenwiesen,09372130
Grafenwöhr,09374124
Grafhorst,03154007
Grafing b. München,09175122
Grafling,09271122
Grafrath,09179125
Grafschaft,07131090
Grainau,09180118
Grainet,09272121
Graineter Wald,09272453
Graitschen b. Bürgel,16074028
Grambek,01053037
Grambin,13075037
Grambow,13074025
Grambow,13075038
Grammendorf,13073032
Grammentin,13071048
Grammow,13072037
Gramschatzer Wald,09679451
Gramzow,12073225
Grande,01062020
Gransdorf,07232228
Gransebieth,13073033
Gransee,12065100
Granzin,13076051
Grapzow,13071049
Grasberg,03356002
Grasbrunn,09184121
Grasellenbach,06431009
Grasleben,03154008
Grassau,09189120
Grattersdorf,09271123
Grauel,01058062
Grävenwiesbach,06434004
Grebenau,06535006
Grebenhain,06535007
Grebenstein,06633010
Grebin,01057022
Grebs-Niendorf,13076053
Greding,09576122
Grefrath,05166008
Greifenberg,09181123
Greifenstein,06532010
Greifswald,13075039
Greiling,09173127
Greimerath,07231044
Greimerath,07235033
Greimersburg,07135036
Greiz,16076022
Gremersdorf,01055015
Gremersdorf-Buchholz,13073034
Gremsdorf,09572126
Grenderich,07135037
Grenzach-Wyhlen,08336105
Gresse,13076054
Grethem,03358011
Grettstadt,09678138
Greußen,16065023
Greußenheim,09679141
Greven,05566012
Greven,13076055
Grevenbroich,05162008
Grevenkop,01061030
Grevenkrug,01058063
Grevesmühlen,13074026
Gribbohm,01061031
Gribow,13075040
Griebelschied,07134032
Grieben,13074027
Griefstedt,16068015
Gries,07336032
Griesheim,06432008
Griesingen,08425050
Griesstätt,09187134
Grimburg,07235035
Grimma,14729160
Grimmelshausen,16069016
Grimmen,13073035
Grinau,01053038
Grischow,13071050
Grobengereuth,16075039
Gröbenzell,09179126
Gröde,01054039
Gröden,12062196
Grödersby,01059034
Gröditz,14627050
Groitzsch,14729170
Grolsheim,07339022
Grömbach,08237032
Grömitz,01055016
Gronau (Leine),03254018
Gronau (Westf.),05554020
Gröningen,15083245
Grönwohld,01062021
Groß Berßen,03454016
Groß Boden,01053039
Groß Buchwald,01058064
Groß Disnack,01053040
Groß Düben,14626120
Groß Godems,13076056
Groß Grönau,01053041
Groß Ippener,03458006
Groß Kelle,13071053
Groß Kiesow,13075041
Groß Kordshagen,13073036
Groß Köris,12061192
Groß Krams,13076057
Groß Kreutz (Havel),12069249
Groß Kummerfeld,01060028
Groß Laasch,13076058
Groß Lindow,12067180
Groß Luckow,13075042
Groß Meckelsen,03357017
Groß Miltzow,13071054
Groß Mohrdorf,13073037
Groß Molzahn,13074028
Groß Nemerow,13071055
Groß Niendorf,01060029
Groß Nordende,01056016
Groß Oesingen,03151010
Groß Offenseth-Aspern,01056017
Groß Pampau,01053042
Groß Pankow (Prignitz),12070125
Groß Plasten,13071056
Groß Polzin,13075043
Groß Quenstedt,15085125
Groß Rheide,01059035
Groß Roge,13072038
Groß Rönnau,01060030
Groß Sarau,01053043
Groß Schacksdorf-Simmersdorf,12071153
Groß Schenkenberg,01053044
Groß Schwiesow,13072039
Groß Siemz,13074029
Groß Stieten,13074030
Groß Teetzleben,13071057
Groß Twülpstedt,03154009
Groß Vollstedt,01058065
Groß Wittensee,01058066
Groß Wokern,13072040
Groß Wüstenfelde,13072041
Großaitingen,09772151
Großalmerode,06636004
Großbardorf,09673126
Großbarkau,01057023
Großbartloff,16061041
Großbeeren,12072120
Großbettlingen,08116022
Groß-Bieberau,06432009
Großbockedra,16074029
Großbottwar,08118021
Großbreitenbach,16070025
Großbrembach,16068016
Großbundenbach,07340209
Großderschau,12063112
Großdubrau,14625160
Großefehn,03452006
Großeibstadt,09673127
Grosselfingen,08417023
Großenaspe,01060027
Großenbrode,01055017
Großenehrich,16065084
Großengottern,16064018
Großenhain,14627060
Großenkneten,03458007
Großenlüder,06631011
Großenrade,01051037
Großensee,01062022
Großensee,16063036
Großenseebach,09572127
Großenstein,16076023
Großenwiehe,01059115
Großenwörden,03359019
Großer Auersberg,09672457
Großerlach,08119024
Großeutersdorf,16074031
Großfahner,16067033
Großfischlingen,07337035
Groß-Gerau,06433006
Großhabersdorf,09573115
Großhansdorf,01062023
Großharrie,01057024
Großharthau,14625170
Großhartmannsdorf,14522200
Großheide,03452007
Großheirath,09473132
Großheringen,16071022
Großheubach,09676125
Großholbach,07143024
Großkampenberg,07232229
Großkarlbach,07332023
Großkarolinenfeld,09187137
Großkmehlen,12066104
Großkrotzenburg,06435011
Großlangenfeld,07232230
Großlangheim,09675131
Großlittgen,07231046
Großlöbichau,16074032
Großlohra,16062009
Großmaischeid,07138023
Großmehring,09176129
Großmölsen,16068017
Großnaundorf,14625180
Großneuhausen,16068019
Großniedesheim,07338009
Großobringen,16071023
Großolbersdorf,14521240
Großostheim,09671122
Großpösna,14729190
Großpostwitz/O.L.,14625190
Großpürschütz,16074033
Großräschen,12066112
Großrinderfeld,08128045
Groß-Rohrheim,06431010
Großröhrsdorf,14625200
Großrosseln,10041512
Großrückerswalde,14521250
Großrudestedt,16068021
Großschirma,14522210
Großschönau,14626140
Großschwabhausen,16071025
Großschweidnitz,14626150
Großseifen,07143227
Großsolt,01059116
Großsteinhausen,07340210
Großthiemig,12062208
Groß-Umstadt,06432010
Großvargula,16064019
Großwallstadt,09676126
Großweil,09180119
Großweitzschen,14522220
Großwoltersdorf,12065117
Groß-Zimmern,06432011
Grothusenkoog,01054040
Grove,01053045
Groven,01051038
Grub,16069017
Grub a. Forst,09473134
Grube,01055018
Gruibingen,08117028
Grumbach,07336033
Grünbach,14523130
Grünberg,06531006
Gründau,06435012
Grundhof,01059118
Grundsheim,08425052
Grünebach,07132042
Grünenbach,09776113
Grünendeich,03359020
Grünenplan,03255504
Grünewald,12066116
Grünhain-Beierfeld,14521260
Grünhainichen,14521270
Grünheide (Mark),12067201
Grünkraut,08436039
Grünow,12073261
Grünow,13071058
Grunow-Dammendorf,12067205
Grünsfeld,08128047
Grünstadt,07332024
Grünwald,09184122
Grünwalder Forst,09184454
Gschwend,08136027
Gstadt a. Chiemsee,09187138
Guben,12071160
Güby,01058067
Guckheim,07143228
Gückingen,07141049
Gudendorf,01051039
Gudensberg,06634007
Guderhandviertel,03359021
Gudow,01053046
Guggenhausen,08436040
Güglingen,08125038
Guhrow,12071164
Guldental,07133035
Gülitz-Reetz,12070145
Güllesheim,07132043
Gültz,13071059
Gülzow,01053047
Gülzow,13071060
Gülzow-Prüzen,13072042
Gumbsheim,07331035
Gummersbach,05374012
Gumperda,16074034
Gumtow,12070149
Gundelfingen,08315047
Gundelfingen a.d. Donau,09773136
Gundelsheim,08125039
Gundelsheim,09471137
Gunderath,07233213
Gundersheim,07331036
Gundersweiler,07333028
Gundheim,07331037
Gundremmingen,09774136
Gunningen,08327020
Günstedt,16068022
Guntersblum,07339024
Güntersleben,09679142
Günthersbühler Forst,09574457
Günthersleben-Wechmar,16067085
Günzach,09777138
Günzburg,09774135
Gunzenhausen,09577136
Gusborn,03354008
Gusenburg,07235036
Gusow-Platkow,12064190
Güsten,15089165
Güster,01053048
Gusterath,07235037
Gustow,13073038
Güstrow,13072043
Gutach (Schwarzwaldbahn),08317039
Gutach im Breisgau,08316014
Guteborn,12066120
Gutenacker,07141050
Gütenbach,08326020
Gutenberg,07133036
Gutenborn,15084207
Guteneck,09376133
Gutenstetten,09575128
Gutenzell-Hürbel,08426135
Gütersloh,05754008
Guthmannshausen,16068023
Gutow,13072044
Gutsbezirk Kaufunger Wald,06636200
Gutsbezirk Münsingen,08415971
Gutsbezirk Reinhardswald,06633200
Gutsbezirk Spessart,06435200
Guttenberg,09477118
Guttenberger Wald,09679452
Gutweiler,07235038
Gützkow,13075044
Guxhagen,06634008
Gyhum,03357018
Haag,09472146
Haag a.d. Amper,09178129
Haag i. OB,09183119
Haale,01058068
Haan,05158008
Haar,09184123
Haarbach,09275125
Habach,09190126
Habichtswald,06633011
Habscheid,07232231
Haby,01058069
Hachenburg,07143229
Hackenheim,07133037
Hacklberg,09273453
Hadamar,06533007
Hademstorf,03358012
Hadenfeld,01061033
Hafenlohr,09677135
Hage,03452008
Häg-Ehrsberg,08336106
Hagelstadt,09375143
Hagen,01060031
Hagen,05914000
Hagen am Teutoburger Wald,03459020
Hagen im Bremischen,03352060
Hagenbach,07334008
Hagenbüchach,09575129
Hagenburg,03257010
Hagenow,13076060
Hagermarsch,03452009
Hagnau am Bodensee,08435018
Hahausen,03153006
Hahn,07140044
Hahn am See,07143232
Hahn bei Marienberg,07143231
Hahnbach,09371126
Hahnenbach,07133038
Hahnheim,07339025
Hähnichen,14626160
Hahnstätten,07141051
Hahnweiler,07134033
Haibach,09278129
Haibach,09671124
Haidmühle,09272122
Haiger,06532011
Haigerloch,08417025
Haimendorfer Forst,09574458
Haimhausen,09174121
Haiming,09171118
Haina,16067035
Haina (Kloster),06635013
Hainau,07141110
Hainburg,06438004
Hainewalde,14626170
Hainfeld,07337036
Hainichen,14522230
Hainichen,16074036
Hainrode/Hainleite,16062014
Hainsfarth,09779154
Hainspitz,16074037
Haiterbach,08235032
Halbe,12061216
Halbemond,03452010
Halberstadt,15085135
Halblech,09777173
Halbs,07143233
Haldensleben,15083270
Haldenwang,09774140
Haldenwang,09780122
Halenbeck-Rohlsdorf,12070153
Halfing,09187139
Hallbergmoos,09178130
Halle,03255016
Halle,03456008
Halle (Saale),15002000
Halle (Westf.),05754012
Hallenberg,05958020
Hallerndorf,09474133
Hallgarten,07133039
Hallig Hooge,01054050
Hallschlag,07233214
Hallstadt,09471140
Hallungen,16063037
Halsbach,09171119
Halsbrücke,14522240
Halsdorf,07232045
Halsenbach,07140045
Halstenbek,01056018
Haltern am See,05562016
Halver,05962012
Halvesbostel,03353014
Hambach,07141052
Hamberge,01062025
Hambergen,03356003
Hambrücken,08215029
Hambuch,07135038
Hambühren,03351012
Hamburg,02000000
Hamdorf,01058070
Hämelhausen,03256009
Hameln,03252006
Hamersen,03357019
Hamfelde,01053049
Hamfelde,01062026
Hamm,05915000
Hamm,07232046
Hamm (Sieg),07132044
Hamm am Rhein,07331038
Hammah,03359022
Hammelburg,09672127
Hammer a.d. Uecker,13075045
Hammersbach,06435013
Hammerstedt,16071027
Hammerstein,07138024
Hamminkeln,05170012
Hammoor,01062027
Hamwarde,01053050
Hamweddel,01058071
Hanau,06435014
Handeloh,03353015
Handewitt,01059183
Handorf,03355017
Handrup,03454017
Hanerau-Hademarschen,01058072
Hangen-Weisheim,07331039
Hanhofen,07338010
Hankensbüttel,03151011
Hann. Münden,03152016
Hannover,03241001
Hanroth,07138025
Hanshagen,13075046
Hanstedt,03353016
Hanstedt,03360010
Happurg,09574128
Harbach,07132045
Harbarnsen,03254019
Harbke,15083275
Harburg (Schwaben),09779155
Hardebek,01060033
Hardegsen,03155005
Hardert,07138026
Hardheim,08225032
Hardisleben,16068024
Hardt,07143234
Hardt,08325024
Hardthausen am Kocher,08125111
Haren (Ems),03454018
Hargarten,07232233
Hargesheim,07133040
Harmsdorf,01053051
Harmsdorf,01055020
Harmstorf,03353017
Harpstedt,03458008
Harra,16075042
Harrislee,01059120
Harschbach,07138027
Harscheid,07131026
Harsdorf,09477119
Harsefeld,03359023
Harsewinkel,05754016
Harsleben,15085140
Harspelt,07232234
Harsum,03254020
Hartenfels,07143025
Hartenholm,01060034
Hartenstein,09574129
Hartenstein,14524090
Hartha,14522250
Harthausen,07338011
Hartheim am Rhein,08315048
Harth-Pöllnitz,16076088
Härtlingen,07143230
Hartmannsdorf,14522260
Hartmannsdorf,16074038
Hartmannsdorf,16076026
Hartmannsdorf b. Kirchberg,14524100
Hartmannsdorf-Reichenau,14628150
Harxheim,07339026
Harz (Landkreis Goslar),03153504
Harz (Landkreis Osterode),03156501
Harzgerode,15085145
Harztor,16062065
Harzungen,16062016
Hasbergen,03459021
Hasborn,07231049
Haschbach am Remigiusberg,07336034
Hasel,08336034
Haselau,01056019
Haselbach,09278134
Haselbach,16077015
Haselbachtal,14625220
Haseldorf,01056020
Haselund,01054041
Haselünne,03454019
Hasenkrug,01060035
Hasenmoor,01060036
Haserich,07135039
Haslach im Kinzigtal,08317040
Hasloch,09677137
Hasloh,01056021
Haßbergen,03256011
Hassel,15090220
Hassel (Weser),03256010
Hasselbach,07132046
Hasselbach,07140046
Hasselberg,01059121
Hasselroth,06435015
Hassendorf,03357020
Haßfurt,09674147
Haßleben,16068025
Haßloch,07332025
Haßmersheim,08225033
Haßmoor,01058073
Haste,03257011
Hatten,03458009
Hattenhofen,08117029
Hattenhofen,09179128
Hattersheim am Main,06436005
Hattert,07143235
Hattgenstein,07134034
Hattingen,05954016
Hattorf am Harz,03156008
Hattstedt,01054042
Hattstedtermarsch,01054043
Hatzenbühl,07334009
Hatzenport,07137208
Hatzfeld (Eder),06635014
Hauenstein,07340014
Haundorf,09577138
Hauneck,06632007
Haunetal,06632008
Haunsheim,09773137
Haunstetter Forst,09176451
Hauptsmoor,09471455
Hauptstuhl,07335012
Haurain,09677457
Hauroth,07135040
Hausach,08317041
Hausbay,07140047
Hausen,07134035
Hausen,09273125
Hausen,09474134
Hausen,09673129
Hausen,09676128
Hausen,16061043
Hausen (Wied),07138007
Hausen am Bussen,08425055
Hausen am Tann,08417029
Hausen b. Würzburg,09679143
Hausen im Wiesental,08336036
Hausen ob Verena,08327023
Häusern,08337045
Hausham,09182119
Häuslingen,03358013
Haussömmern,16064021
Hausten,07137034
Hausweiler,07336035
Hauteroda,16065031
Hauzenberg,09275126
Havekost,01053052
Havelaue,12063134
Havelberg,15090225
Havelsee,12069270
Haverlah,03158016
Havetoft,01059037
Havixbeck,05558020
Hawangen,09778149
Hayingen,08415034
Haynrode,16061044
Hebertsfelden,09277124
Hebertshausen,09174122
Hechingen,08417031
Hechthausen,03352020
Heckelberg-Brunow,12064205
Hecken,07140048
Heckenbach,07131027
Heckenmünster,07231050
Heckhuscheid,07232236
Hecklingen,15089175
Heddert,07235040
Heddesbach,08226027
Heddesheim,08226028
Hedeper,03158017
Hedersleben,15085160
Hedwigenkoog,01051043
Heede,01056022
Heede,03454020
Heek,05554024
Heemsen,03256012
Heere,03158018
Heeslingen,03357021
Heeßen,03257012
Hefersweiler,07336036
Hehlen,03255017
Heichelheim,16071028
Heide,01051044
Heideblick,12061219
Heideck,09576126
Heidekamp,01062031
Heideland,12062219
Heideland,16074039
Heidelberg,08221000
Heiden,05554028
Heidenau,03353018
Heidenau,14628160
Heidenberg,09576454
Heidenburg,07231204
Heidenheim,09577140
Heidenheim an der Brenz,08135019
Heidenrod,06439005
Heidersdorf,14521280
Heidesee,12061217
Heidesheim am Rhein,07339027
Heidgraben,01056023
Heidmoor,01060037
Heidmühlen,01060038
Heidweiler,07231051
Heigenbrücken,09671126
Heikendorf,01057025
Heilbach,07232047
Heilbad Heiligenstadt,16061045
Heilberscheid,07143026
Heilbronn,08121000
Heilenbach,07232048
Heiligenberg,08435020
Heiligengrabe,12068181
Heiligenhafen,01055021
Heiligenhaus,05158012
Heiligenmoschel,07335013
Heiligenroth,07143027
Heiligenstadt i. OFr.,09471142
Heiligenstedten,01061034
Heiligenstedtenerkamp,01061035
Heiligkreuzsteinach,08226029
Heilsbronn,09571165
Heilshoop,01062032
Heimbach,05358012
Heimbach,07134036
Heimborn,07143236
Heimbuchenthal,09671127
Heimenkirch,09776114
Heimertingen,09778150
Heimsheim,08236025
Heimweiler,07133041
Heinade,03255018
Heinbockel,03359024
Heinersbrück,12071176
Heinersreuth,09472150
Heinersreuther Forst,09374451
Heinersreuther Forst,09472458
Heiningen,03158019
Heiningen,08117030
Heinkenborstel,01058074
Heinrichsthal,09671128
Heinrichsthaler Forst,09671453
Heinrichswalde,13075048
Heinsberg,05370016
Heinsdorfergrund,14523150
Heinsen,03255019
Heinzenbach,07140049
Heinzenberg,07133042
Heinzenhausen,07336038
Heisdorf,07232238
Heist,01056024
Heistenbach,07141053
Heitersheim,08315050
Helbedündorf,16065032
Helbra,15087205
